product_name,product_description,count_of_ratings,product_price,regular_price,product_url,effect,ingredients,rating,capacity,regular_unit_price_100ml,promotion_unit_price_100ml,brand,discount,lemmatized_ingredients
Bielenda Professional Energy Boost,"energetyzująco-nawilżający krem z ultrastabilną witaminą C, 50 ml",47,54.99,69.99,/bielenda-professional-energetyzujaco-nawilzajacy-krem50ml-000000000000357725.html,nawilżający,"Aqua (Water),Propanediol,Glycerin,Trehalose,Crambe Abyssinica Seed Oil,Stearyl Alcohol,Triethylhexanoin,Squalane,Dimethicone,3-0-Ethyl Ascorbic Acid,Ferulic Acid,Caffeine,Panax Ginseng Root Extract,Tocopheryl Acetate,Allantoin,Lecithin,Carnitine,Ubiquinone,Tocopherol,Citric Acid,Sodium Citrate,Biotin,Beta-Sitosterol,Ascorbyl Palmitate,Glycine Soja (Soybean) Oil,Isododecane,Hydrogenated Tetradecenyl/Methylpentadecene,Ammonium Acryloyldimethyltaurate/VP Copolymer,Sodium Polyacrylate,Propylene Glycol,Sodium Stearoyl Glutamate,Phenoxyethanol,Ethylhexylglycerin,Potassium Sorbate,Trisodium EDTA,Methylparaben,Butylparaben,Ethylparaben,Propylparaben,Disodium EDTA,Benzyl Alcohol,Parfum (Fragrance),Limonene,Linalool",4.8,50.0,139.98,109.98,Bielenda,21.431633090441483,"water (water),propanediol, glycerin, trehalose, crambe abyssinica seed oil, stearyl alcohol, triethylhexanoin, squalane, dimethicone,3 - 0 - ethyl ascorbic acid, ferulic acid, caffeine, panax ginseng root extract, tocopheryl acetate, allantoin, lecithin, carnitine, ubiquinone, tocopherol, citric acid, sodium citrate, biotin, beta - sitosterol, ascorbyl palmitate, glycine soja (soybean) oil, isododecane, hydrogenated tetradecenyl,methylpentadecene, ammonium acryloyldimethyltaurate,vp copolymer, sodium polyacrylate, propylene glycol, sodium stearoyl glutamate, phenoxyethanol, ethylhexylglycerin, potassium sorbate, trisodium edta, methylparaben, butylparaben, ethylparaben, propylparaben, disodium edta, benzyl alcohol, parfum (fragrance),limonene, linalool"
Yasumi Stem Cells Cream,"odbudowujący krem na dzień z komórkami macierzystymi do twarzy, 50 ml",26,49.99,116.99,/yasumi-odbudowujacy-krem-na-dzien-z-komorkami-macierzystymi-do-twarzy-50-ml-000000000000360044.html,"Nawilżające,
Regenerujące,
Wygładzające","AQUA (WATER), OCTYLDODECANOL, DECYL OLEATE, CETEARYL ALCOHOL, GLYCERYL STEARATE, COCO-CAPRYLATE/CAPRATE, CETEARETH-20, MICROCRYSTALLINE CELLULOSE, CETEARETH-12, PHENOXYETHANOL, POLYACRYLATE-13, DIMETHICONE, SODIUM PCA, POLYISOBUTENE, CELLULOSE GUM, CAPRYLYL GLYCOL, XANTHAN GUM, CHLORPHENESIN, SODIUM PHYTATE, PARFUM (FRAGRANCE), ISOMALT, POLYSORBATE 20, SORBITAN ISOSTEARATE, RETINYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE, LACTIC ACID, TOCOPHEROL, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, HYDROGENATED PALM GLYCERIDES CITRATE",4.1,50.0,233.98,99.98,Yasumi,57.26985212411317,"water (water), octyldodecanol, decyl oleate, cetearyl alcohol, glyceryl stearate, coco - caprylate,caprate, ceteareth-20, microcrystalline cellulose, ceteareth-12, phenoxyethanol, polyacrylate-13, dimethicone, sodium pca, polyisobutene, cellulose gum, caprylyl glycol, xanthan gum, chlorphenesin, sodium phytate, parfum (fragrance), isomalt, polysorbate 20, sorbitan isostearate, retinyl palmitate, helianthus annuus (sunflower) seed oil, tocopheryl acetate, lactic acid, tocopherol, malus domestica fruit cell culture extract, hydrogenate palm glycerides citrate"
Tołpa Dermo Face Lumi Filter,"krem do twarzy SPF50, 40 ml",7,37.99,59.99,/tolpa-krem-do-twarzy-spf50-40-ml-000000000000424658.html,ochrona UV,"Aqua, Caprylic/Capric Triglyceride, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Coco-Caprylate, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Salicylate, Ethylhexyl Triazone, Potassium Cetyl Phosphate, Tapioca Starch, Peat Extract, Hydroxypropyl Starch Phosphate, Cetearyl Alcohol, Glyceryl Stearate, Pentaerythrityl Distearate, Ceteareth-20, Xanthan Gum, Carnosine, Phospholipids, Hyaluronic Acid, Tocopherol, Methylpropanediol, Caprylyl Glycol, Benzoic Acid.",3.9,40.0,149.98,94.98,Tołpa,36.672778796466076,"water, caprylic,capric triglyceride, diethylamino hydroxybenzoyl hexyl benzoate, coco - caprylate, glycerin, bis - ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl salicylate, ethylhexyl triazone, potassium cetyl phosphate, tapioca starch, peat extract, hydroxypropyl starch phosphate, cetearyl alcohol, glyceryl stearate, pentaerythrityl distearate, ceteareth-20, xanthan gum, carnosine, phospholipid, hyaluronic acid, tocopherol, methylpropanediol, caprylyl glycol, benzoic acid."
Bielenda Złote Ceramidy,"krem przeciwzmarszczkowy na dzień i noc do twarzy 50+, 50 ml",20,18.19,24.99,/bielenda-krem-przeciwzmarszczkowy-na-dzien-i-noc-do-twarzy-50-50-ml-000000000000401249.html,przeciwzmarszczkowy,"Aqua (Water),Isononyl Isononanoate,Orbignya Oleifera (Babassu) Seed Oil,Tripelargonin,Persea Gratissima (Avocado) Oil,Pentaerythrityl Distearate,Glyceryl Stearate,Propanediol,Isodecyl Neopentanoate,Crambe Abyssinica Seed Oil,Tocopheryl Acetate,Salvia Hispanica (Chia) Seed Oil,Ceramide NP,Ceramide AP,Ceramide EOP,Gold (nano),Trehalose,Hydrolyzed Rice Protein,Phytosphingosine,Cholesterol,Glycine Soja (Soybean) Oil,Vegetable Oil,Squalene,Tocopherol,Beta-Sitosterol,Ascorbyl Palmitate,Arachidyl Alcohol,Behenyl Alcohol,Arachidyl Glucoside,Sodium Lauroyl Lactylate,Sodium Stearoyl Glutamate,Pentylene Glycol,Dimethicone,Carbomer,Xanthan Gum,Ammonium Acryloyldimethyltaurate/VP Copolymer,Disodium EDTA,Phenoxyethanol,Ethylhexylglycerin,Benzyl Alcohol,Parfum (Fragrance),Benzyl Salicylate,Hexyl Cinnamal,Limonene,Linalool",4.5,50.0,49.98,36.38,Bielenda,27.210884353741488,"water (water),isononyl isononanoate, orbignya oleifera (babassu) seed oil, tripelargonin, persea gratissima (avocado) oil, pentaerythrityl distearate, glyceryl stearate, propanediol, isodecyl neopentanoate, crambe abyssinica seed oil, tocopheryl acetate, salvia hispanica (chia) seed oil, ceramide np, ceramide ap, ceramide eop, gold (nano),trehalose, hydrolyzed rice protein, phytosphingosine, cholesterol, glycine soja (soybean) oil, vegetable oil, squalene, tocopherol, beta - sitosterol, ascorbyl palmitate, arachidyl alcohol, behenyl alcohol, arachidyl glucoside, sodium lauroyl lactylate, sodium stearoyl glutamate, pentylene glycol, dimethicone, carbomer, xanthan gum, ammonium acryloyldimethyltaurate,vp copolymer, disodium edta, phenoxyethanol, ethylhexylglycerin, benzyl alcohol, parfum (fragrance),benzyl salicylate, hexyl cinnamal, limonene, linalool"
Tołpa My Skin Changer,"ochronny krem do twarzy z SPF50 PA++++, 45 ml",6,59.99,59.99,/tolpa-ochronny-krem-do-twarzy-z-spf50-pa-45-ml-000000000000436866.html,ochrona UV,"Aqua, Caprylic/Capric Triglyceride, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Coco-Caprylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Potassium Cetyl Phosphate, Glycerin, Tapioca Starch, Cetearyl Alcohol, Pentaerythrityl Distearate, Peat Extract, Phenylbenzimidazole Sulfonic Acid, Ceteareth-20, Glyceryl Stearate, Carnosine, Sodium Ascorbyl Phosphate, Ferulic Acid, Xanthan Gum, Dipropylene Glycol, Hydroxypropyl Cyclodextrin, Polydextrose, 1,2-Hexanediol, Phospholipids, Tocopherol, Sodium Hydroxide, Phenoxyethanol, Methylpropanediol, Caprylyl Glycol, Benzoic Acid.",4.200000000000001,45.0,133.31,133.31,Tołpa,0.0,"water, caprylic,capric triglyceride, diethylamino hydroxybenzoyl hexyl benzoate, coco - caprylate, bis - ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl triazone, potassium cetyl phosphate, glycerin, tapioca starch, cetearyl alcohol, pentaerythrityl distearate, peat extract, phenylbenzimidazole sulfonic acid, ceteareth-20, glyceryl stearate, carnosine, sodium ascorbyl phosphate, ferulic acid, xanthan gum, dipropylene glycol, hydroxypropyl cyclodextrin, polydextrose, 1,2 - hexanediol, phospholipid, tocopherol, sodium hydroxide, phenoxyethanol, methylpropanediol, caprylyl glycol, benzoic acid."
Vichy Capital Soleil,"przeciwstarzeniowy krem z filtrem 3w1 SPF50+ do twarzy, 50 ml",6,102.99,102.99,/vichy-przeciwstarzeniowy-krem-z-filtrem-3w1-spf50-do-twarzy-50-ml-000000000000322743.html,ochrona UV,940328 - INGREDIENTS: AQUA / WATER • HOMOSALATE • SILICA • ETHYLHEXYL SALICYLATE • ETHYLHEXYL TRIAZONE • GLYCERIN • C12-15 ALKYL BENZOATE • BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE • DROMETRIZOLE TRISILOXANE • BUTYL METHOXYDIBENZOYLMETHANE • SACCHAROMYCES/XYLINUM/BLACK TEA FERMENT • ALUMINUM STARCH OCTENYLSUCCINATE • OCTOCRYLENE • PENTYLENE GLYCOL • STYRENE/ACRYLATES COPOLYMER • POTASSIUM CETYL PHOSPHATE • PARFUM / FRAGRANCE • CAPRYLYL METHICONE • TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID • BUTYLENE GLYCOL • TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE • TRIETHANOLAMINE • PHENOXYETHANOL • CAPRYLYL GLYCOL • STEARYL ALCOHOL • DIMETHICONE • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • INULIN LAURYL CARBAMATE • PEG-8 LAURATE • DISODIUM EDTA • TOCOPHEROL • XANTHAN GUM • ALUMINUM HYDROXIDE • STEARIC ACID • HYDROXYETHYLCELLULOSE • SODIUM CITRATE • CITRIC ACID • MYRCIARIA DUBIA FRUIT EXTRACT • POTASSIUM SORBATE • CI 17200 / RED 33 • ZINGIBER OFFICINALE ROOT EXTRACT / GINGER ROOT EXTRACT • SANGUISORBA OFFICINALIS ROOT EXTRACT • CINNAMOMUM CASSIA BARK EXTRACT • BIOTIN (F.I.L. C212293/4).,5.0,50.0,205.98,205.98,Vichy,0.0,"940328 - ingredient: water,water,homosalate,silica,ethylhexyl salicylate,ethylhexyl triazone,glycerin,c12 - 15 alkyl benzoate,bis - ethylhexyloxyphenol methoxyphenyl triazine,drometrizole trisiloxane,butyl methoxydibenzoylmethane,saccharomyces,xylinum,black tea ferment,aluminum starch octenylsuccinate,octocrylene,pentylene glycol,styrene,acrylates copolymer,potassium cetyl phosphate,parfum,fragrance,caprylyl methicone,terephthalylidene dicamphor sulfonic acid,butylene glycol,titanium dioxide, nano ],titanium dioxide,triethanolamine,phenoxyethanol,caprylyl glycol,stearyl alcohol,dimethicone,acrylate,c10 - 30 alkyl acrylate crosspolymer,inulin lauryl carbamate,peg-8 laurate,disodium edta,tocopherol,xanthan gum,aluminum hydroxide,stearic acid,hydroxyethylcellulose,sodium citrate,citric acid,myrciaria dubia fruit extract,potassium sorbate,ci 17200,red 33,zingiber officinale root extract,ginger root extract,sanguisorba officinalis root extract,cinnamomum cassia bark extract,biotin (f.i.l.c212293/4)."
Miya Cosmetics Secret Glow,"rozświetlający krem do twarzy z witaminami, 30 ml",50,38.99,38.99,/miya-cosmetics-rozswietlajacy-krem-do-twarzy-z-witaminami-30-ml-000000000000352409.html,Nawilżające,"Aqua (Water)*,Prunus Armeniaca (Apricot) Kernel Oil*,Macadamia Ternifolia Seed Oil*,Decyl Oleate*,Cetearyl Alcohol*,Cetearyl Olivate*,Sorbitan Olivate*,Sodium Polyacrylate,Tocopheryl Acetate,Panthenol,Glycerin*,Paeonia Officinalis Flower Extract*,Sodium Hyaluronate*,Hyaluronic Acid*,Niacinamide,Sodium Ascorbyl Phosphate,Xanthan Gum*,Methylpropanediol,Caprylyl Glycol,Mica*,CI77891 (Titanium Dioxide)*,CI77491 (Iron Oxides)*,Sodium Hydroxide,Phenoxyethanol,Ethylhexylglycerin,Sodium Phytate*,Alcohol*,Parfum (Fragrance),*składnik pochodzenia naturalnego",3.8,30.0,129.97,129.97,Miya Cosmetics,0.0,"water (water)*,prunus armeniaca (apricot) kernel oil*,macadamia ternifolia seed oil*,decyl oleate*,cetearyl alcohol*,cetearyl olivate*,sorbitan olivate*,sodium polyacrylate, tocopheryl acetate, panthenol, glycerin*,paeonia officinalis flower extract*,sodium hyaluronate*,hyaluronic acid*,niacinamide, sodium ascorbyl phosphate, xanthan gum*,methylpropanediol, caprylyl glycol, mica*,ci77891 (titaniumdioxide)*,ci77491 (ironoxides)*,sodium hydroxide, phenoxyethanol, ethylhexylglycerin, sodium phytate*,alcohol*,parfum (fragrance),*składnik pochodzenia naturalnego"
Tołpa Dermo Face Rosacal,"łagodzący krem wzmacniający , lekki, dzień, SPF10, 40 ml",21,33.59,47.99,/tolpa-krem-do-twarzy-40ml-000000000000226595.html,ochrona UV,"Aqua, C12-15 Alkyl Benzoate, Glycerin, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Sea Water, Methylpropanediol, Aluminum Starch Octenylsuccinate, Peat Extract, Cetearyl Alcohol, Ethylhexyl Triazone, Cetyl Alcohol, Glyceryl Stearate Citrate, Cucurbita Pepo Seed Extract, Hibiscus Esculentus Seed Extract, Sophora Japonica Flower Extract, Hedera Helix Extract, Arnica Montana Flower Extract, Hamamelis Virginiana Leaf Extract, Hypericum Perforatum Flower Extract, Aesculus Hippocastanum Seed Extract, Vitis Vinifera Leaf Extract, Menthol, Menthyl Lactate, Isohexadecane, Ceteareth-20, Disodium EDTA, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Propylene Glycol, Magnesium Aluminum Silicate, Xanthan Gum, Carbomer, Sodium Hydroxide, Polysorbate 80, Sorbitan Oleate, Parfum, Citric Acid, Caprylyl Glycol, Phenylpropanol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Benzoic Acid, CI 75810.",3.0,40.0,119.98,83.98,Tołpa,30.006251302354652,"water, c12 - 15 alkyl benzoate, glycerin, diethylamino hydroxybenzoyl hexyl benzoate, sea water, methylpropanediol, aluminum starch octenylsuccinate, peat extract, cetearyl alcohol, ethylhexyl triazone, cetyl alcohol, glyceryl stearate citrate, cucurbita pepo seed extract, hibiscus esculentus seed extract, sophora japonica flower extract, hedera helix extract, arnica montana flower extract, hamamelis virginiana leaf extract, hypericum perforatum flower extract, aesculus hippocastanum seed extract, vitis vinifera leaf extract, menthol, menthyl lactate, isohexadecane, ceteareth-20, disodium edta, sodium acrylate,sodium acryloyldimethyl taurate copolymer, propylene glycol, magnesium aluminum silicate, xanthan gum, carbomer, sodium hydroxide, polysorbate 80, sorbitan oleate, parfum, citric acid, caprylyl glycol, phenylpropanol, phenoxyethanol, sodium benzoate, potassium sorbate, benzoic acid, ci 75810."
Nacomi Dermo,"krem do twarzy na trądzik, 50 ml",36,21.59,35.99,/nacomi-krem-do-twarzy-na-tradzik-50-ml-000000000000424296.html,Seboregulujące,"INCI: Aqua, Niacinamide, Propanediol, Glycerin, Coco-Caprylate/Caprate, Propylheptyl Caprylate, Trehalose, Sodium Polyacrylate, Bisabolol, Glycyrrhetinic acid, Allantoin, Hexamidine Diisethionate, Biosaccharide gum-1, Lactic Acid, Tocopherol, Glycine Soja Oil, Tocopheryl Acetate, Maltodextrin, Parfum, Dehydroacetic Acid, Benzyl Alcohol.",4.5,50.0,71.98,43.18,Nacomi,40.01111419838844,"inci: water, niacinamide, propanediol, glycerin, coco - caprylate,caprate, propylheptyl caprylate, trehalose, sodium polyacrylate, bisabolol, glycyrrhetinic acid, allantoin, hexamidine diisethionate, biosaccharide gum-1, lactic acid, tocopherol, glycine soja oil, tocopheryl acetate, maltodextrin, parfum, dehydroacetic acid, benzyl alcohol."
AA Enjoy Nature Cica,"krem do twarzy na dzień i noc, 50 ml",7,23.99,23.99,/aa-krem-do-twarzy-na-dzien-i-noc-50-ml-000000000000383598.html,Regenerujące,"Aqua,Coco-Caprylate/Caprate,Dicaprylyl Ether,Glycerin,Caprylic/Capric Triglyceride,Pentylene Glycol,Polyglyceryl-6 Stearate,Cetearyl Alcohol,Xylitylglucoside,Centella Asiatica Flower/Leaf/Stem Extract,Aloe Barbadensis Leaf Juice,Allantoin,Anhydroxylitol,Xylitol,Tocopherol,Glyceryl Stearate,Tocopheryl Acetate,Polyglyceryl-6 Behenate,Acacia Senegal Gum,Xanthan Gum,Hydroxyacetophenone,Cetyl Hydroxyethylcellulose,Mica,CI 77891,Silica,Parfum",4.6,50.0,47.98,47.98,AA,0.0,"water, coco - caprylate,caprate, dicaprylyl ether, glycerin, caprylic,capric triglyceride, pentylene glycol, polyglyceryl-6 stearate, cetearyl alcohol, xylitylglucoside, centella asiatica flower,leaf,stem extract, aloe barbadensis leaf juice, allantoin, anhydroxylitol, xylitol, tocopherol, glyceryl stearate, tocopheryl acetate, polyglyceryl-6 behenate, acacia senegal gum, xanthan gum, hydroxyacetophenone, cetyl hydroxyethylcellulose, mica, ci 77891,silica, parfum"
Vichy Neovadiol Przed Menopauzą,"ujędrniający krem na dzień przywracający gęstość dla skóry normalnej i mieszanej, 50 ml",23,169.99,169.99,/vichy-ujedrniajacy-krem-na-dzien-przywracajacy-gestosc-dla-skory-normalnej-i-mieszanej-50-ml-000000000000404008.html,ujędrniający,Aqua / Water / Eau - Glycerin - Dimethicone - Hydrogenated Polyisobutene - Niacinamide - Hydroxypropyl Tetrahydropyrantriol - Alcohol Denat - Propylene Glycol - Synthetic Wax - Silica - Peg-10 Dimethicone - Dimethicone/peg-10/15 Crosspolymer - Hydroxyethylpiperazine Ethane Sulfonic Acid - Ci 15985 / Yellow 6 - Ci 77891 / Titanium Dioxide - Sodium Polyacrylate - Sodium Hyaluronate - Sodium Citrate - Adenosine - Tocopherol - Propylene Carbonate - Hydroxyacetophenone - Caprylyl Glycol - Dipropylene Glycol - Cassia Angustifolia Seed Polysaccharide - Trisodium Ethylenediamine Disuccinate - Disteardimonium Hectorite - Synthetic Fluorphlogopite - Parfum / Fragrance,5.0,50.0,339.98,339.98,Vichy,0.0,"water,water,eau - glycerin - dimethicone - hydrogenate polyisobutene - niacinamide - hydroxypropyl tetrahydropyrantriol - alcohol denat - propylene glycol - synthetic wax - silica - peg-10 dimethicone - dimethicone,peg-10/15 crosspolymer - hydroxyethylpiperazine ethane sulfonic acid - ci 15985,yellow 6 - ci 77891,titanium dioxide - sodium polyacrylate - sodium hyaluronate - sodium citrate - adenosine - tocopherol - propylene carbonate - hydroxyacetophenone - caprylyl glycol - dipropylene glycol - cassia angustifolia seed polysaccharide - trisodium ethylenediamine disuccinate - disteardimonium hectorite - synthetic fluorphlogopite - parfum,fragrance"
Tołpa Dermo Face Modelar 50+,"krem modelujący owal twarzy na dzień z SPF15, 40 ml",10,59.99,59.99,/tolpa-krem-do-twarzy-40ml-000000000000226728.html,ochrona UV,"Aqua, C12-15 Alkyl Benzoate, Glycerin, Ethylhexyl Methoxycinnamate, Macadamia Ternifolia Seed Oil, Ethylhexyl Palmitate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyrospermum Parkii Butter, Citrus Unshiu Peel Extract, Simmondsia Chinensis Seed Oil, Aluminum Starch Octenylsuccinate, Peat Extract, Cetearyl Alcohol, Cetyl Alcohol, Phenoxyethanol, Olus Oil, Hydrolyzed Wheat Protein, Malpighia Glabra Fruit Extract, Argania Spinosa Kernel Extract, Biotin, Ceteareth-20, Disodium EDTA, Carbomer, Sodium Hydroxide, Xanthan Gum, Magnesium Aluminum Silicate, PVP, Sodium Cocoyl Glutamate, Tocopherol, Citric Acid, Sodium Citrate, Parfum, Methylpropanediol, Caprylyl Glycol, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Benzoic Acid, Tin Oxide, CI 77019, CI 77891.",3.8,40.0,149.98,149.98,Tołpa,0.0,"water, c12 - 15 alkyl benzoate, glycerin, ethylhexyl methoxycinnamate, macadamia ternifolia seed oil, ethylhexyl palmitate, diethylamino hydroxybenzoyl hexyl benzoate, butyrospermum parkii butter, citrus unshiu peel extract, simmondsia chinensis seed oil, aluminum starch octenylsuccinate, peat extract, cetearyl alcohol, cetyl alcohol, phenoxyethanol, olus oil, hydrolyzed wheat protein, malpighia glabra fruit extract, argania spinosa kernel extract, biotin, ceteareth-20, disodium edta, carbomer, sodium hydroxide, xanthan gum, magnesium aluminum silicate, pvp, sodium cocoyl glutamate, tocopherol, citric acid, sodium citrate, parfum, methylpropanediol, caprylyl glycol, chlorphenesin, potassium sorbate, sodium benzoate, benzoic acid, tin oxide, ci 77019, ci 77891."
Bielenda Naczynkowa,"wzmacniający krem do twarzy na noc, 50 ml",11,18.19,24.99,/bielenda-wzmacniajacy-krem-do-twarzy-na-noc-50-ml-000000000000407712.html,Wzmacniające naczynka,"Aqua (Water),Persea Gratissima (Avocado) Oil,Theobroma Cacao (Cocoa) Seed Butter,Caprylic/Capric Triglyceride,Glycerin,Panthenol,Lactobionic Acid,Tocopheryl Acetate,Cetearyl Alcohol,Glyceryl Stearate,Propylene Glycol,Potassium Cetyl Phosphate,Aesculus Hippocastanum (Horse Chestnut) Seed Extract,3-O-Ethyl Ascorbic Acid,Allantoin,Tocopherol,Beta-Sitosterol,Squalene,Ascorbyl Palmitate,Glycine Soja (Soybean) Oil,Vegetable Oil,Sodium Stearoyl Glutamate,Disodium EDTA,Ammonium Acryloyldimethyltaurate/VP Copolymer,Ethylhexylglycerin,Methylparaben,Phenoxyethanol,Parfum (Fragrance)",4.0,50.0,49.98,36.38,Bielenda,27.210884353741488,"water (water),persea gratissima (avocado) oil, theobroma cacao (cocoa) seed butter, caprylic,capric triglyceride, glycerin, panthenol, lactobionic acid, tocopheryl acetate, cetearyl alcohol, glyceryl stearate, propylene glycol, potassium cetyl phosphate, aesculus hippocastanum (horsechestnut) seed extract,3 - o - ethyl ascorbic acid, allantoin, tocopherol, beta - sitosterol, squalene, ascorbyl palmitate, glycine soja (soybean) oil, vegetable oil, sodium stearoyl glutamate, disodium edta, ammonium acryloyldimethyltaurate,vp copolymer, ethylhexylglycerin, methylparaben, phenoxyethanol, parfum (fragrance)"
Nivea Cellular,"duopack: przeciwzmarszczkowy krem do twarzy, 2x50 ml",15,67.49,74.99,/nivea-duopack-przeciwzmarszczkowy-krem-do-twarzy-2x50-ml-000000000000413800.html,przeciwzmarszczkowy,"NIVEA CELLULAR EXPERT LIFT KREM ANTI-AGE NA DZIEŃ SPF 30: Aqua , Glycerin, Methylpropanediol, Tapioca Starch, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Dicaprylyl Carbonate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cetearyl Alcohol, Ethylhexyl Stearate, Phenylbenzimidazole Sulfonic Acid, Ethylhexyl Triazone, Glyceryl Stearate, Behenyl Alcohol, Triisostearin , Bakuchiol, Creatine, 1-Methylhydantoin-2-Imide , Sodium Hyaluronate, Tocopherol , Sodium Stearoyl Glutamate, Ethylhexylglycerin, 1,2-Hexanediol , Xanthan Gum , Trisodium EDTA , Sodium Hydroxide, Sodium Chloride, Phenoxyethanol, Sodium Sulfate, Parfum, CI 15985, CI 16035 NIVEA CELLULAR EXPERT LIFT KREM ANTI-AGE NA NOC: Aqua , Glycerin, Butyrospermum Parkii Butter, Ricinus Communis Seed Oil, Cetearyl Alcohol, Methylpropanediol, Hydrogenated Coco-Glycerides, Glyceryl Stearate, Glyceryl Stearate Citrate, Bakuchiol, Sodium Hyaluronate, Panthenol, Pantolactone , Creatine, 1-Methylhydantoin-2-Imide , Ethylhexylglycerin, Caprylyl Glycol, Xanthan Gum , Sodium Hydroxide, Citric Acid, Sodium Sulfate, Sodium Chloride, Phenoxyethanol, Parfum, CI 15985, CI 47005",4.6,50.0,149.98,134.98,Nivea,10.001333511134819,"nivea cellular expert lift krem anti - age na dzień spf 30: water, glycerin, methylpropanediol, tapioca starch, ethylhexyl salicylate, butyl methoxydibenzoylmethane, dicaprylyl carbonate, bis - ethylhexyloxyphenol methoxyphenyl triazine, cetearyl alcohol, ethylhexyl stearate, phenylbenzimidazole sulfonic acid, ethylhexyl triazone, glyceryl stearate, behenyl alcohol, triisostearin, bakuchiol, creatine, 1 - methylhydantoin-2 - imide, sodium hyaluronate, tocopherol, sodium stearoyl glutamate, ethylhexylglycerin, 1,2 - hexanediol, xanthan gum, trisodium edta, sodium hydroxide, sodium chloride, phenoxyethanol, sodium sulfate, parfum, ci 15985, ci 16035 nivea cellular expert lift krem anti - age na noc: water, glycerin, butyrospermum parkii butter, ricinus communis seed oil, cetearyl alcohol, methylpropanediol, hydrogenate coco - glyceride, glyceryl stearate, glyceryl stearate citrate, bakuchiol, sodium hyaluronate, panthenol, pantolactone, creatine, 1 - methylhydantoin-2 - imide, ethylhexylglycerin, caprylyl glycol, xanthan gum, sodium hydroxide, citric acid, sodium sulfate, sodium chloride, phenoxyethanol, parfum, ci 15985, ci 47005"
