product_name,product_description,count_of_ratings,product_price,regular_price,product_url,Cena jednostkowa,Działanie,Składniki,Ocena
Nacomi Next Level,"krem do twarzy SPF50 city formula, 50 ml",(675),23.99,39.99,/nacomi-krem-do-twarzy-spf50-city-formula-50-ml-000000000000385249.html,"47,98 zł
/100ml",Ochrona UV,"Aqua, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Cetearyl Alcohol, Cetyl Alcohol, Coco-Caprylate/Caprate, Glyceryl Stearate, Hydrogenated Farnesene, Hydrogenated Dimer Dilinoleyl / Dimethylcarbonate Copolymer, Olea Europaea Fruit Oil, Propylheptyl Caprylate, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Stearic Acid, Titanium Dioxide, Passiflora Incarnata Seed Oil, Prunus Persica Flower Extract, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Glycosaminoglycans, Camellia Sinensis Leaf Extract, Vaccinium Vitis-Idaea Fruit Extract, Glycine Soja Oil, Tocopherol, Sodium Lauroyl Glutamate, Gluconolactone, Calcium Gluconate, Arginine, Coco-Glucoside, Disodium Lauryl Sulfosuccinate, Raspberry Ketone, Dehydroacetic Acid, Alumina, Parfum, Citric Acid, Benzyl Alcohol, Propanediol, Xanthan Gum, Sodium Benzoate, Benzyl Glycol, Ethylhexylglycerin.
Nowy: Aqua, Glycerin, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Cetyl Alcohol, Cetearyl Alcohol, Glyceryl Stearate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Isopropyl Myristate, Propylheptyl Caprylate, Hydrogenated Farnesene, Olea Europaea Fruit Oil, Stearic Acid, Sodium Lauroyl Glutamate, Passiflora Incarnata Seed Oil, Prunus Persica Flower Extract, Camellia, Sinensis Leaf Extract, Vaccinium Vitis-Idaea Fruit Extract, Linum Usitatissimum Seed Extract, Althaea Officinalis Root Extract, Prunus Amygdalus Dulcis Fruit Extract, Hydrolyzed Glycosaminoglycans, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Tocopherol, Glycine Soja Oil, Potato Starch Modified, Decyl Glucoside, Zea Mays Starch, Propanediol, Gluconolactone, Tocopheryl Acetate, Calcium Gluconate, Dehydroacetic Acid, Xanthan Gum, Propylene Glycol, Citric Acid, Parfum, Raspberry Ketone, Potassium Sorbate, Sodium Benzoate, Benzyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Benzyl Alcohol, Citral, Linalool.",3.2
Nivea Cellular Luminous,"krem do twarzy przeciw przebarwieniom na dzień SPF50, 40 ml",(150),87.99,87.99,/nivea-krem-do-twarzy-przeciw-przebarwieniom-na-dzien-spf50-40-ml-000000000000406884.html,"219,98 zł
/100ml",Rozjaśniające,"Aqua, Homosalate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Triazone, Butylene Glycol Dicaprylate/Dicaprate, Alcohol Denat., Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dimethicone, Silica, Phenylbenzimidazole Sulfonic Acid, Tapioca Starch, Cetearyl Alcohol, Behenyl Alcohol, Methylpropanediol, Glycerin, Isobutylamido Thiazolyl Resorcinol, Sodium Hyaluronate, Tocopheryl Acetate, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Xanthan Gum, Sodium Chloride, Carbomer, Sodium Sulfate, Trisodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Phenoxyethanol, Benzyl Alcohol, Limonene, Parfum, CI 15985",4.7
Dermika Esthetic Solutions,"przeciwzmarszczkowy krem do twarzy, 50 ml",(6),39.99,89.99,/dermika-przeciwzmarszczkowy-krem-do-twarzy-50-ml-000000000000413834.html,"79,98 zł
/100ml",Przeciwzmarszczkowe,"Aqua,Propanediol,Cocos Nucifera Oil,Olus Oil,Polyglyceryl-3 Dicitrate/Stearate,Caprylic/Capric Triglyceride,Cetearyl Alcohol,Decyl Oleate,Glyceryl Stearate,Inulin,Glyceryl Stearate Citrate,Alpha-Glucan Oligosaccharide,Glycine Soja Oil,Tocopherol,Beta-Sitosterol,Copper tripeptide-1,Hydroxypropy! Cyclodextrin,Sodium Hyaluronate,N-Prolyl Pamitoyl Tripeptide-56 Acetate,Hydrogenated Vegetable Glycerides Citrate,Palmitoyl Tripeptide-38,Glycerin,Pentylene Glycol,Dicaprylyl Ether,Xanthan Gum,Caprylyl Glycol,Disodium Phosphate,Squalene,Ethylhexylglycerin,Phenoxyethanol,Parfum,Linalool,Limonene,Citral",5.0
Eveline Cosmetics Magic Skin CC,"nawilżający krem CC na zaczerwienienia, 50 ml",(241),27.99,27.99,/eveline-krem-do-twarzy-cc-50ml-000000000000312687.html,"55,98 zł
/100ml",,"Aqua (Water),Isododecane,Cyclopentasiloxane,Glycerin,Bis-PEG/PPG-14/14 Dimethicone,Cyclohexasiloxane,Isodecyl Neopentanoate,Propylene Glycol,Polyglyceryl-2 Dipolyhydroxystearate,Sodium Chloride,Hydrogenated Castor Oil,Phenoxyethanol,Dimethicone,Cetyl PEG/PPG-10/1 Dimethicone,Hexyl Laurate,Hydrogenated Vegetable Oil,Ozokerite,Polyglyceryl-4 Isostearate,Magnesium Sulfate,Disteardimonium Hectorite,DMDM Hydantoin,Mica,Parfum,Cera Alba,Methylparaben,Propylene Carbonate,Hydrogenated Palm Acid,Stearyl Stearate,Butylene Glycol,Moringa Oleifera Seed Extract,Porphyridium Cruentum Cilture Conditioned Media,Ethylparaben,Butylparaben,Polyester-1,Trimethoxycaprylylsilane,Silica Dimethyl Silylate,Aesculus Hippocastanum Seed Extract,Arnica Montana Flower Extract,Polysorbate 20,Propylparaben,Sodium Hyaluronate,PEG-20 Glyceryl Laurate,Citric Acid,Triethoxycaprylylsilane,Carbomer,Linoleic Acid,Sodium Benzoate,Tocopherol,Potassium Sorbate,Triisopropanolamine,Retinyl Palmitate,Pentaerythrityl Tetra-di-t-butyl Hydroxycinnamate,Caprylic/Capric Triglyceride,Diethylhexyl Syringylidenemalonate,Palmitoyl Tetrapeptide-7,Palmitoyl Tripeptide-1,Limonene,Titanium Dioxide (CI 77891),CI 77288,CI 77480,CI 77491,CI 77492,CI 77499.",4.200000000000001
Nivea Sun,"krem z SPF50 do twarzy, 50 ml",(5),38.29,38.29,/nivea-krem-z-spf50-do-twarzy-50-ml-000000000000437841.html,"76,58 zł
/100ml",,"Aqua, Alcohol Denat., Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Ethylhexyl Triazone, Butylene Glycol Dicaprylate/Dicaprate, Cetearyl Alcohol, Distarch Phosphate, Phenylbenzimidazole Sulfonic Acid, Glyceryl Stearate, Tapioca Starch, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Methylpropanediol, Glycerin, Glycyrrhiza Inflata Root Extract, Tocopheryl Acetate, Xanthan Gum, Hydroxypropyl Starch Phosphate, Cocoglycerides, Hydrogenated Coco-Glycerides, Hydrogenated Rapeseed Oil, Sodium Stearoyl Glutamate, Silica Dimethyl Silylate, Sodium Chloride, Sodium Hydroxide, Ethylhexylglycerin, Hydroxyacetophenone, Trisodium EDTA.",5.0
Cliv Premium,"odżywczo-ujędrniający krem do twarzy z jagodami żeń-szenia, 50 ml",(174),139.99,139.99,/cliv-krem-do-twarzy-50ml-000000000000356616.html,"279,98 zł
/100ml","Liftingujące,
Napinające skórę,
Nawilżające,
Odżywcze,
Przeciwzmarszczkowe,
Regenerujące,
Ujędrniające,
Wygładzające","AQUA, GLYCERIN, BUTYLENE GLYCOL, DIPROPYLENE GLYCOL, PLEUROTUS FERULAE/PANAX GINSENG BERRY EXTRACT FERMENT FILTRATE, CETEARYL ALCOHOL, BUTYROSPERMUM PARKII BUTTER, CYCLOPENTASILOXANE, OLEA EUROPAEA FRUIT OIL, NIACINAMIDE, OENOTHERA BIENNIS OIL, SQUALANE, DIMETHICONE, 1,2-HEXANEDIOL, SODIUM ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, STEARIC ACID, ARGANIA SPINOSA KERNEL OIL, ISOHEXADECANE, TOCOPHERYL ACETATE, POLYSORBATE 80, CITRUS LIMON PEEL OIL, CAPRYLHYDROXAMIC ACID, OCTYLDODECANOL, SORBITAN OLEATE, D-LIMONENE, PELARGONIUM GRAVEOLENS FLOWER OIL, CETEARYL OLIVATE, BOSWELLIA SERRATA RESIN EXTRACT, SORBITAN OLIVATE, ADENOSINE, CITRONELLOL, DISODIUM EDTA, OPHIOPOGON JAPONICUS ROOT EXTRACT, GERANIOL, HYDROLYZED PEA PROTEIN, REHMANNIA GLUTINOSA ROOT EXTRACT, PRUNUS SALICINA FRUIT EXTRACT, PANAX GINSENG CALLUS CULTURE EXTRACT, LINALOOL, CITRAL, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, BHT, PHENOXYETHANOL, ANGELICA GIGAS ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CNIDIUM OFFICINALE ROOT EXTRACT, COFFEA ARABICA SEED EXTRACT, DIOSPYROS KAKI LEAF EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, THEOBROMA CACAO EXTRACT, WINE EXTRACT, ETHYLHEXYLGLYCERIN, LECITHIN, SODIUM HYALURONATE, ACETYL HEXAPEPTIDE-8",4.7
Nacomi Dermo,"krem do twarzy na trądzik, 50 ml",(36),21.59,35.99,/nacomi-krem-do-twarzy-na-tradzik-50-ml-000000000000424296.html,"43,18 zł
/100ml",Seboregulujące,"INCI: Aqua, Niacinamide, Propanediol, Glycerin, Coco-Caprylate/Caprate, Propylheptyl Caprylate, Trehalose, Sodium Polyacrylate, Bisabolol, Glycyrrhetinic acid, Allantoin, Hexamidine Diisethionate, Biosaccharide gum-1, Lactic Acid, Tocopherol, Glycine Soja Oil, Tocopheryl Acetate, Maltodextrin, Parfum, Dehydroacetic Acid, Benzyl Alcohol.",4.5
Nivea Q10,"krem wypełniający zmarszczki do twarzy, 15 ml",(18),44.09,59.99,/nivea-krem-wypelniajacy-zmarszczki-do-twarzy-15-ml-000000000000435667.html,"293,93 zł
/100ml",Przeciwzmarszczkowe,"Aqua, Dimethicone, Glycerin, Dimethicone Crosspolymer, Methylpropanediol, Alcohol Denat., Coco-Caprylate/Caprate, Octyldodecanol, Dicaprylyl Ether, Silica, Cetearyl Alcohol, Glyceryl Stearate, Tapioca Starch, Ubiquinone, Pimpinella Anisum Fruit Extract, Sodium Hyaluronate, Creatine, 1-Methylhydantoin-2-Imide, Panthenol, Pantolactone, Tocopherol, Sodium Cetearyl Sulfate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citric Acid, Trisodium EDTA, Sodium Chloride, Sodium Sulfate, Sodium Hydroxide, Phenoxyethanol, CI 77891, CI 77491, CI 15985, Parfum",4.9
Dermedic Hydrain2,"nawilżający krem o przedłużonym działaniu, 50 g",(453),24.99,24.99,/dermedic-nawilzajacy-krem-o-przedluzonym-dzialaniu-50ml-000000000000247674.html,"0,50 zł
/1g","Nawilżające,
Ochronne,
Wygładzające","Aqua, Paraffinum Liquidum, Glycerin, Methylpropanediol, Butyrospermum Parkii Butter, Cyclopentasiloxane, Dimethicone, Urea, peg-100 stearate, Glyceryl Stearate, Cetyl Alcohol, Stearic Acid, Tocopheryl Acetate, Triethanolamine, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Dmdm Hydantoin, Iodopropynyl Butylcarbamate, Edta, Parfum.",4.200000000000001
La Roche-Posay Anthelios,"niewidoczna mgiełka do twarzy z filtrem SPF50, 75 ml",(55),84.99,84.99,/la-roche-posay-mgielka-do-twarzy-75ml-000000000000311374.html,"113,32 zł
/100ml",Wodoodporne,"884828 7_x000D_
BUTANE_x000D_
AQUA / WATER_x000D_
HOMOSALATE_x000D_
OCTOCRYLENE_x000D_
GLYCERIN_x000D_
DIMETHICONE_x000D_
ETHYLHEXYL SALICYLATE_x000D_
DICAPRYLYL CARBONATE_x000D_
NYLON-12_x000D_
DIISOPROPYL SEBACATE_x000D_
BUTYL METHOXYDIBENZOYLMETHANE_x000D_
STYRENE/ACRYLATES COPOLYMER_x000D_
p-ANISIC ACID_x000D_
CAPRYLYL GLYCOL_x000D_
CARNOSINE_x000D_
CYCLOHEXASILOXANE_x000D_
DISODIUM EDTA_x000D_
DROMETRIZOLE TRISILOXANE_x000D_
ETHYLHEXYL TRIAZONE_x000D_
METHYL METHACRYLATE CROSSPOLYMER_x000D_
PEG-32_x000D_
PEG-8 LAURATE_x000D_
PHENOXYETHANOL_x000D_
POLY C10-30 ALKYL ACRYLATE_x000D_
POLYGLYCERYL-6 POLYRICINOLEATE_x000D_
SODIUM CHLORIDE_x000D_
SODIUM HYALURONATE_x000D_
TOCOPHEROL_x000D_
PARFUM / FRAGRANCE",4.8
Nacomi Dermo,"nawilżający krem do twarzy, 50 ml",(37),21.59,35.99,/nacomi-nawilzajacy-krem-do-twarzy-50-ml-000000000000424298.html,"43,18 zł
/100ml",Nawilżające,"INCI: Aqua, Propanediol, Cetyl Alcohol, Persea Gratissima Oil, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glyceryl Stearate, Butyrospermum Parkii Butter, Niacinamide, Prunus Amygdalus Dulcis Oil, Shorea Stenoptera Seed Butter, Tocopheryl Acetate, Sorbitol, Stearic Acid, Adansonia Digitata Seed Oil, Serine, Algin, Pullulan, Trehalose, Urea, Allantoin, Olea Europaea Fruit Oil, Ascorbyl Palmitate, Phytosterols, Hyaluronic Acid, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Glycosaminoglycans, Lactic Acid, Glycerin, Ethylhexylglycerin, Raspberry Ketone, Sorbitan Oleate, Benzyl Glycol, Caprylyl Glycol, Disodium Phosphate, Polyglyceryl-3 PCA, Pentylene Glycol, Glyceryl Polyacrylate, Parfum, Potassium Phosphate, Sodium Lauroyl Glutamate, Dehydroacetic Acid, Benzyl Alcohol.",4.0
Cetaphil MD Dermoprotektor,"balsam nawilżający do twarzy i ciała, 500 ml",(7),69.99,94.99,/cetaphil-balsam-nawilzajacy-do-twarzy-i-ciala-500-ml-000000000000384536.html,"14,00 zł
/100ml",Nawilżające,"Aqua, Glycerin, Isopropyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Panthenol, Niacinamide, Tocopheryl Acetate, Dimethicone, Persea Gratissima Oil, Helianthus Annuus Seed Oil, Pantolactone, Glyceryl Stearate, Sodium Benzoate, Benzyl Alcohol, Citric Acid. FIL.1745.V00",5.0
Nivea Sun,"fluid z SPF50+ do twarzy, 40 ml",,62.89,62.89,/nivea-fluid-z-spf50-do-twarzy-40-ml-000000000000437834.html,"125,78 zł
/100ml",,"Aqua, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, C12-15 Alkyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, Butylene Glycol Dicaprylate/Dicaprate, Dibutyl Adipate, Cetearyl Alcohol, Distarch Phosphate, Phenylbenzimidazole Sulfonic Acid, Glyceryl Stearate, Tapioca Starch, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glycerin, Isobutylamido Thiazolyl Resorcinol, Glycyrrhiza Inflata Root Extract, Sodium Hyaluronate, Tocopheryl Acetate, Hydroxypropyl Starch Phosphate, Xanthan Gum, Sodium Stearoyl Glutamate, Cocoglycerides, Hydrogenated Coco-Glycerides, Hydrogenated Rapeseed Oil, Sodium Hydroxide, Sodium Chloride, Sodium Sulfate, Ethylhexylglycerin, Hydroxyacetophenone, Phenoxyethanol, Trisodium EDTA, Parfum, CI 15985, CI 16035",
Bandi Medical Expert Anti Dark Spot,"tonujący krem do twarzy z SPF50, 50 ml",(21),67.99,84.99,/bandi-tonujacy-krem-do-twarzy-z-spf50-50-ml-000000000000428285.html,"135,98 zł
/100ml",Ochrona UV,"Aqua/Water, Ethylhexyl Methoxycinnamate, Coco-Caprylate/Caprate, Caprylic/Capric Triglyceride, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano), Butyrospermum Parkii (Shea) Butter, Ethylhexyl Stearate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Niacinamide, Silica, Glyceryl Stearate, Sodium Stearoyl Glutamate, Pentaerythrityl Distearate, Panthenol, Carnosine, Cetearyl Alcohol, Decyl Glucoside, Xanthan Gum, Caprylyl Glycol, Citric Acid, Diethylhexyl Syringylidenemalonate, Tetrasodium Glutamate Diacetate, PEG-8, Propylene Glycol, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Sodium Hydroxide, Parfum/Fragrance, Hydroxyacetophenone ,1,2-Hexanediol, Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491)",4.8
Ziaja Naturalnie Pielęgnujemy,"regenerujący krem do twarzy na noc, 50 ml",(27),12.29,12.29,/ziaja-regenerujacy-krem-do-twarzy-na-noc-50-ml-000000000000411828.html,"24,58 zł
/100ml",Regenerujące,"Aqua (Water),Octyldodecanol,Canola Oil,Caprylic/Capric Triglyceride,Tripelargonin (C8-C12 Acid Triglyceride),Butyrospermum Parkii (Shea) Butter,Glycerin,Glyceryl Stearate Citrate,Cetyl Alcohol,Glyceryl Stearate,Olea Europaea (Olive) Fruit Oil,Hydrogenated Coco-Glycerides,Sodium Hyaluronate,Xanthan Gum,Hydroxyacetophenone,Sodium Benzoate,Carbomer,Parfum (Fragrance),Citral,Limonene,Sodium Hydroxide",4.5
Dermedic Sunbrella Baby,"mleczko ochronne do opalania w sprayu SPF50+, 150 ml",(19),69.99,69.99,/dermedic-mleczko-w-sprayu-do-opalania-150ml-000000000000309455.html,"46,66 zł
/100ml","Kojące,
Ochronne","Aqua, Octocrylene, C 12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Glycerin, Cyclopentasiloxane, Cyclohexasiloxane, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Cetearyl Glucoside, Cetyl Alcohol, Stearyl Alcohol, PEG-100 Stearate, Glyceryl Stearate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano), Decyl Glucoside, Propylene Glycol, Xanthan Gum, Panthenol, Titanium Dioxide (nano), Hydrogenated Polydecene, Polyhydroxystearic Acid, Alumina, Dimethicone, Methyl Cyclodextrin, 7-Dehydrocholesterol, Physalis Angulata Extract, Caprylic/Capric Triglyceride, Tocopherol, PEG-8, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid, Parfum, Dehydroacetic Acid, Benzyl Alcohol",4.9
Solverx Sensitive,"krem do twarzy SPF50+, 50 ml",(275),37.99,37.99,/solverx-krem-do-twarzy-spf50-50-ml-000000000000407912.html,"75,98 zł
/100ml",Łagodzące,"Aqua, Octocrylene, C 12-15 Alkyl Benzoate, Acrylates Copolymer, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Glycerin, Phenylbenzimidazole Sulfonic Acid, VP/Hexadecene Copolymer, Ethyl Alcohol, Inulin, Alpha-glucan oligosaccharide, Paeonia Lactiflora Root Extract,Trehalose,Tocopheryl Acetate, Dimethicone, Triethanolamine, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Parfum.",3.8
Cetaphil DA Ultra,"krem intensywnie nawilżający do twarzy, 85 g",(69),49.99,57.99,/cetaphil-krem-nawilzajacy-85g-000000000000225492.html,"0,59 zł
/1g",Nawilżające,"Aqua, Glycerin, Isopropyl Palmitate, Helianthus Annuus Seed Oil, Cetearyl Alcohol, Ceteareth-20, Dimethicone, Butyrospermum Parkii Butter, Panthenol, Niacinamide, Tocopheryl Acetate, Sodium PCA, Pantolactone, Glyceryl Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Potassium Sorbate, Citric Acid. FIL.1743.V00",4.6
Ziaja Pietruszkowy,"krem pod oczy i na powieki przeciw zmarszczkom, 15 ml",(10),6.99,6.99,/ziaja-krem-pod-oczy-i-na-powieki-przeciw-zmarszczkom-15-ml-000000000000299157.html,"46,60 zł
/100ml",Redukujące cienie,"Aqua (Water),PPG-15 Stearyl Ether,Glyceryl Stearate,Hydrogenated Coco-Glycerides,Glycerin,Steareth-2,Vitis Vinifera (Grape) Seed Oil,Panthenol,Dimethicone,Propylene Glycol,Steareth-21,Tocopheryl Acetate,Petroselinum Crispum (Parsley) Leaf Oil,Retinyl Palmitate,Glyceryl Caprylate,Stearic Acid,Carbomer,PEG-8,Tocopherol,Ascorbyl Palmitate,Ascorbic Acid,Citric Acid,Methylparaben,Ethylparaben,DMDM Hydantoin,Sodium Hydroxide",4.6
Floslek Oil Free,"ochronny krem BB matujący z filtrem SPF50+, 30 ml",(9),39.99,39.99,/floslek-ochronny-krem-bb-matujacy-z-filtrem-spf50-30-ml-000000000000437870.html,"133,30 zł
/100ml",,"Ingredients/(INCI): Aqua*, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Isoamyl Laurate, Butylene Glycol Dicaprylate/Dicaprate*, Glyceryl Stearate*, CI 77891, Pentylene Glycol*, Glycerin*, Polyurethane - 34, Cetearyl Alcohol*, Potassium Cetyl Phosphate, Octyldodecanol*, Niacinamide, Faex Extract*, Aesculus Hippocastanum Seed Extract*, Ammonium Glycyrrhizate*, Panthenol, Zinc Gluconate*, Caffeine, Biotin, Tocopheryl Acetate, Caprylyl Glycol, Citric Acid*, Sodium Citrate*, Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer, Caprylyl/Capryl Glucoside, Sorbitan Isostearate, Methylpropanediol, Phenylpropanol, Decylene Glycol, CI 77492, CI 77499, CI 77491, Alumina, Magnesium Oxide*, Triethoxycaprylylsilane, Sodium Phytate*, o-Cymen-5-ol, Parfum.
*składniki pochodzenia naturalnego / ingredients of natural origin",4.8
Bandi Anti Irritate S.O.S.,"kuracja s.o.s. do twarzy, 50 ml",(46),79.99,79.99,/bandi-kuracja-s.o.s.-do-twarzy-50-ml-000000000000371310.html,"159,98 zł
/100ml","Łagodzące,
Natłuszczające,
Nawilżające,
Ochronne,
Odżywcze,
Regenerujące","Aqua/Water, Dimethicone, Glycerin, C10-18 Triglycerides, Hydrogenated Vegetable Oil, Tripelargonin, Glyceryl Stearate, Arachidyl Alcohol, Squalane, Coconut Alkanes, Butyrospermum Parkii (Shea) Butter, Alpha- Glucan Oligosaccharide, Plukenetia Volubilis Seed Oil, Avena Sativa (Oat) Kernel Flour, Olea Europaea (Olive) Fruit Oil, Gluconolactone, Polymnia Sonchifolia Root Juice, Ceramide NP., Lactobacillus, Maltodextrin, Coco-Caprylate/Caprate, Behenyl Alcohol, Polysilicone-11, Cetearyl Alcohol, Arachidyl Glucoside, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Dilinoleic Acid/Propanediol Copolymer, Caprylyl Glycol, Isohexadecane, Sorbitan Oleate, Decyl Glucoside, Polyglyceryl-10 Laurate, Hexylene Glycol, Polysorbate 80, Sodium Hydroxide, Tocopherol, Citric Acid, Parfum/Fragrance, Hydroxyacetophenone, 1,2-Hexanediol",4.7
Yasumi Stem Cells Cream,"odbudowujący krem na dzień z komórkami macierzystymi do twarzy, 50 ml",(26),49.99,116.99,/yasumi-odbudowujacy-krem-na-dzien-z-komorkami-macierzystymi-do-twarzy-50-ml-000000000000360044.html,"99,98 zł
/100ml","Nawilżające,
Regenerujące,
Wygładzające","AQUA (WATER), OCTYLDODECANOL, DECYL OLEATE, CETEARYL ALCOHOL, GLYCERYL STEARATE, COCO-CAPRYLATE/CAPRATE, CETEARETH-20, MICROCRYSTALLINE CELLULOSE, CETEARETH-12, PHENOXYETHANOL, POLYACRYLATE-13, DIMETHICONE, SODIUM PCA, POLYISOBUTENE, CELLULOSE GUM, CAPRYLYL GLYCOL, XANTHAN GUM, CHLORPHENESIN, SODIUM PHYTATE, PARFUM (FRAGRANCE), ISOMALT, POLYSORBATE 20, SORBITAN ISOSTEARATE, RETINYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE, LACTIC ACID, TOCOPHEROL, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, HYDROGENATED PALM GLYCERIDES CITRATE",4.1
Nivea Men,"krem przeciwzmarszkowy do twarzy, 50 ml",(11),37.99,58.99,/nivea-krem-przeciwzmarszkowy-do-twarzy-50-ml-000000000000384085.html,"75,98 zł
/100ml",Przeciwzmarszczkowe,"Aqua, Glycerin, Isopropyl Palmitate, Tapioca Starch, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Ethylhexyl Cocoate, Hydrogenated Coco-Glycerides, Octocrylene, Polyglyceryl-3 Methylglucose Distearate, Butyl Methoxydibenzoylmethane, Phenylbenzimidazole Sulfonic Acid, Sodium Hyaluronate, Creatine, 1-Methylhydantoin-2-Imide, Sodium Hydroxide, Ethylhexylglycerin, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium EDTA, Phenoxyethanol, Piroctone Olamine, Linalool, Limonene, Coumarin, Parfum",4.9
Nivea Soft,"intensywnie nawilżający krem do twarzy i ciała, 200 ml",(7),14.39,15.99,/nivea-intensywnie-nawilzajacy-krem-do-twarzy-i-ciala-200-ml-000000000000218807.html,"7,20 zł
/100ml",Nawilżające,"Aqua, Glycerin, Paraffinum Liquidum, Myristyl Alcohol, Butylene Glycol, Alcohol Denat., Myristyl Myristate, Palmitic Acid, Glyceryl Stearate, Stearic Acid, Cera Microcristallina, Hydrogenated Coco-Glycerides, Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Lanolin Alcohol (Eucerit®), Myristic Acid, Arachidic Acid, Oleic Acid, Polyglyceryl-2 Caprate, Dimethicone, Carbomer, Sodium Hydroxide, Phenoxyethanol, Linalool, Citronellol, Alpha-Isomethyl Ionone, Benzyl Alcohol, Limonene, Benzyl Salicylate, Parfum",5.0
Solverx Atopic Skin,"krem do twarzy SPF50+, 50 ml",(47),26.59,37.99,/solverx-krem-do-twarzy-spf50-50-ml-000000000000407860.html,"53,18 zł
/100ml",Nawilżające,"Aqua, Octocrylene, C 12-15 Alkyl Benzoate, Acrylates Copolymer, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Glycerin, Phenylbenzimidazole Sulfonic Acid, VP/Hexadecene Copolymer, Ethyl Alcohol, Inulin, Alpha-glucan oligosaccharide, Paeonia Lactiflora Root Extract, Trehalose,Tocopheryl Acetate, Dimethicone, Triethanolamine, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate.",4.1
